symbol	GSM1526572	GSM1526573	GSM1526574	GSM1526575	GSM1526576	GSM1526577	GSM1526578	GSM1526579	GSM1526580	GSM1526581
OR5M9	3.856956315	2.8883390081	3.1206496257	2.9467656076	3.3137152328	3.2390810941	2.7180531909	2.6255868214	3.2197579152	3.0278844582
OR5P2	3.3289588195	3.2970824138	2.9486626845	2.887803662	3.0731301757	3.459658251	3.0155505487	2.7757496307	3.045126566	2.9259824594
OR5P3	4.3850180251	3.7522957509	3.7993783279	3.6515173736	3.5591592676	3.5386510982	3.6170530617	3.3813274945	4.0231380515	3.7369690571
OR5R1	4.1763329717	3.7842392469	3.0012181581	3.1073568228	3.4066393977	2.8204916094	3.0468230408	3.1943829331	3.1698732983	3.5203492018
OR5T1	2.7455203439	2.5929639981	2.6476938987	2.7095349744	2.6653448525	2.7597338306	2.7188707735	2.5595497075	2.8286186548	2.7415072914
OR5T2	4.8244203561	3.7097586819	4.0582258304	3.8127793549	3.8638074399	4.0870833939	4.5225399114	3.9527039173	4.2290375598	4.1554593079
OR5T3	2.5848118262	2.3494353673	2.3775731002	2.4344378	2.3646393879	2.5118602359	2.5400330859	2.0955658592	2.6667905802	2.3887211422
OR5V1	2.9551331028	2.9805892441	2.804881049	2.8836901646	3.0165328645	3.1047677825	2.992358927	3.0993966983	2.9146053587	3.0219695599
OR5W2	3.9418627346	3.3634782993	3.0975970812	3.0984279954	3.2521079918	3.0869186676	2.9634391297	3.0174227369	3.6670295827	3.282824688
OR6A2	3.3465419952	2.9241786349	2.8375257083	3.1062990488	3.2917826569	3.0177439959	2.9208044726	3.0890528672	3.3571258577	3.0411312817
OR6B1	6.0818017477	5.564444492	4.8969335117	4.5970034316	5.3480440174	4.6294224789	4.9056302301	5.4450764617	5.7239120095	4.9554885464
OR6B3	4.6626593455	4.4269555715	3.8872625505	4.1472895872	4.4161710641	4.3106258379	4.0485461252	4.1963183985	4.5089290157	3.9981262239
OR6C1	3.6497863477	2.8174835569	2.4745048295	2.7362157389	2.6573117609	3.057804364	2.5118602359	2.5809774384	2.5809774384	2.6161738208
OR6C2	3.1292671708	3.0714233577	3.3149313335	2.7877434025	2.9904760199	2.8849343725	3.1079833365	2.9043019351	3.205293707	2.7952470793
OR6C3	3.1203668083	3.0060529239	3.2674473174	2.7221415804	3.3034919689	2.6788565801	3.1777441305	3.04570296915	3.3455513419	2.6547765649
OR6C74	3.6746047267	2.8662629122	2.8471987382	3.3012906662	3.0750363986	2.778187003	2.6817345226	2.5111926171	3.4238465981	2.688883594
OR6C76	4.2807852532	3.1567208046	3.521331251	3.3487909593	3.831907663	4.4473279556	3.3699320522	3.4871721777	3.5376436772	3.2734463909
OR6F1	5.2737484381	4.4776121712	4.5011615505	4.9789860078	5.056620694	4.5513243301	4.5324690539	5.11307118	5.7218404965	5.1839789083
OR6K2	2.6682001704	2.3844606777	2.3687529509	2.6608749267	3.3823107821	2.9465810508	3.7264645317	2.9574490787	3.2734463909	2.5374373407
OR6K3	3.3889865658	3.3478495994	3.0265516242	3.1719492269	3.1562782101	3.3287325208	2.9354018194	2.9621923916	2.9813384957	2.8289555299
OR6K6	6.0276887805	4.8375178896	4.875249729	4.9210583971	4.9969141934	4.8941543113	5.1426479761	5.0393499445	5.7709252731	4.9128453541
OR6M1	3.0278844582	2.8026630581	2.8573482316	2.9462853545	3.1413144879	3.1536290783	2.951812827	2.7639178564	2.8573482316	2.8125355105
OR6N1	3.8455981283	3.86499358	3.7907054725	4.3137943334	4.0320104179	3.6442401646	3.4551052053	3.7097586819	4.1225958413	4.1804057849
OR6N2	6.8418046793	4.7396516796	4.4305264626	4.6164938144	3.7446973308	4.4277541308	4.7326127537	4.264103027	5.5048246034	4.9493908974
OR6Q1	3.9723787281	3.1223830253	3.3400200742	3.1678019746	3.262503707	3.316944367	3.4892040189	3.1240101625	3.3445495197	3.1428792809
OR6S1	5.3289917271	3.609958265	3.5992243685	3.9347131426	4.1427195505	4.0718532803	3.7426539908	3.8140912925	4.6863845073	3.9587177045
OR6T1	4.2810846473	3.8325330007	4.1384578641	4.1542544553	4.2221106319	3.5316996854	3.7335640959	3.6656632663	4.4575961893	3.9948727393
OR6V1	5.3927912028	5.2974748134	4.7112968554	5.1303283045	5.4257418332	5.3839489352	4.9655748241	4.8384497134	6.241091333	5.0370092428
OR6W1P	5.1623742406	4.1484110157	4.1077675175	4.3840289826	4.579853365	4.3188924113	4.1241370359	3.9282395882	4.8911717268	4.6777077842
OR6X1	3.9912722088	3.9648245701	4.1613507408	3.8382405026	3.8518257133	4.4834452421	4.0835618662	3.5623142954	5.1670551928	4.1418062936
OR6Y1	5.0359796242	5.0158582998	4.5302490404	4.7014364132	4.2308144009	4.7452651826	4.8895997788	4.4363206472	5.4024451428	4.0402607063
OR7A10	2.7228886796	2.6994062543	2.7639178564	2.3440067602	2.5853333781	2.3559064503	2.2802554849	2.3868001769	2.4985284045	2.3793817415
OR7A17	3.1374613766	2.6802039955	3.2032819851	2.9926914801	3.72907421985	2.5612588648	3.1722333137	3.28721881355	3.4583154657	2.6412991326
OR7A5	3.047119959	2.8691704327	2.9026002159	3.0037182786	3.1656559433	2.8859116903	2.9365762684	2.8656376279	3.1243378963	2.906165703
OR7C1	4.1784857326	3.9476538498	4.0352161372	3.8835494663	4.0231380515	4.2678013024	3.9190305204	4.0532038319	3.989940083	4.6105364354
OR7C2	4.5609212224	3.5123900889	3.555301601	3.3431978637	3.3149313335	3.7838401884	3.0536580557	4.0352161372	4.1311508849	3.3534975218
OR7D4	6.8842916022	5.3212423891	5.4429612256	5.5667666099	5.5112076825	5.4014656236	5.1062763818	5.3397349279	5.736826963	5.6453814329
OR7E5P	2.951812827	2.7253422745	2.7206495513	2.6154415098	2.8891900107	3.2160903239	2.4255774816	2.555534126	3.1213977276	2.4371155797
OR7G1	3.6816828312	3.0662510698	3.3320065454	3.3073935248	3.1127775543	3.3989382058	3.4374662747	3.1805332577	4.2049024702	3.2320379211
OR7G2	4.8356171164	3.4521054287	3.5268938888	3.8057194889	3.5286212433	3.6874407357	3.4099740323	3.7345893133	4.3900031134	3.3632185495
OR7G3	4.5421044206	3.6768571893	3.5274483458	3.7974362553	3.6427545027	3.6324063394	3.5940111017	3.4478132607	3.3978371131	3.634961571
OR8A1	3.8135190985	3.5066328551	3.8251960431	3.5924508891	3.361594967	3.6852949033	3.3301085061	3.5762295141	3.9302008361	3.6288388012
OR8B12	4.7993101651	3.4715979629	3.7423906739	3.8053511369	3.7710213697	3.6265085255	3.2910128938	3.5535517793	3.8153893797	3.5251423885
OR8B4	3.3764334449	2.8581063854	2.6224541739	2.8964280482	3.0754360191	2.8831335834	2.9236020948	2.7441227621	3.0789649771	3.0869186676
OR8B8	4.9105300351	4.7356076414	4.6794266173	4.7694616323	4.7456458384	5.061462176	4.2356049596	4.7269439047	5.3548159679	4.3381024435
OR8D1	2.6072012613	2.6383063845	2.4039843642	2.5042058724	2.5946008135	2.5465360495	2.6308946836	2.5161954107	2.4649269415	2.5991428888
OR8D2	4.4539596023	3.7446973308	3.428855359	3.8150527433	3.6939391516	3.8688539777	3.9975837846	4.0687301771	3.9306424378	3.7030487287
OR8D4	2.9298082539	2.7513047421	2.6604137462	2.7154911203	2.9329283437	2.7343328243	2.6945258004	2.9069873401	3.0579887217	2.5915325856
OR8G5	3.1709371236	3.3267911624	2.8836901646	3.0619595979	3.187380171	3.1510813436	2.927193287	3.101456827	3.3552767663	3.146900934
OR8H1	2.8926419579	2.4843819098	2.2783152762	2.560082636	2.6047427285	2.9540190885	2.453768382	2.4797299038	2.3568654562	2.5171236791
OR8H2	3.1445119074	3.348077052	3.1659067279	2.8559927462	3.1634714048	3.7412714591	2.7769859095	2.9711868605	3.0984279954	3.0709414773
OR8H3	3.1284311891	2.8039273617	2.99351061145	2.5211916244	2.9092291074	2.5051093489	3.0106787185	3.2921571497	2.7406644482	2.928449489
OR8I2	4.0396008186	3.9002370754	3.1287598584	3.3558465262	3.103604279	3.7494141965	3.5794560242	3.6781908587	3.7172555603	3.3668620316
OR8J1	2.7519081493	2.8821609391	2.7974004351	2.8191212735	3.1260226154	3.0491681485	2.778187003	3.1114590252	3.1050064199	2.8846610636
OR8J3	2.6197213691	2.6302211485	2.7472234508	2.614247057	2.6172676293	2.6658874102	2.5343551559	2.3873541596	2.7625606938	2.3288219013
OR8K1	3.871400111	2.9757449816	2.8234755177	3.1709371236	3.6356718054	3.1653596468	2.8902197382	2.8716162387	3.0645208821	2.9764745383
OR8K3	4.3338659254	3.3410797212	3.0060529239	3.1889471086	3.4000511699	3.5544617515	2.9397235286	3.4687967211	3.4686842695	3.2542789759
OR8K5	2.9803567468	2.8090306866	3.0741137504	2.8303586419	2.697808567	2.8058296871	2.7307491435	2.5761557949	2.8873415747	2.7372284809
OR8S1	4.6473745803	3.7082110105	3.715753571	3.8507149703	3.7430441763	3.8386939793	3.642172562	3.6438585822	4.3291352734	3.9325404673
OR8U1	4.0718532803	3.7646403226	3.6641786543	3.0896608847	3.3876157031	3.596291328	3.5506905846	3.6506242324	3.5456159421	3.4667089935
OR9A2	3.543331905	2.8658265442	3.0777222375	2.8053945277	3.4352375893	3.443074704	3.4958733169	2.7608595129	3.5316996854	3.1308141135
OR9A4	2.8992957228	2.587392557	2.8926419579	3.3271128261	3.1188344844	2.9320260829	2.8058296871	2.5528570671	3.2141687056	3.1681094285
OR9G1	4.7446494549	3.3372619059	3.2841342372	3.4743794515	3.5132266949	4.0727483203	3.6116562894	2.9680001915	3.4887022676	3.1801718224
OR9G4	4.2775510012	3.459658251	3.7127715973	3.7557880159	3.6965911799	3.8076266972	3.6632031891	3.640287984	3.6272684759	3.7061920144
OR9H1P	4.2256191263	3.5521350147	3.4338427704	3.4866351663	3.5531460786	3.3465419952	3.5542712951	3.4368861537	4.1215772114	3.4725726248
OR9I1	3.4546034046	2.9493858201	2.9808979014	2.906165703	2.9941044771	2.9826304282	2.9720559446	2.9329283437	3.1222027944	3.1167251464
OR9K2	3.1813134306	3.1996530476	2.9440747864	2.9390216793	3.3265407112	2.920272568	3.1427573463	2.5565277546	3.6131391707	2.927193287
OR9Q1	3.1338320807	2.7198887723	2.6718448961	2.5991428888	3.1580573712	2.8185500488	2.9197611365	2.7423495851	3.2538541051	2.5271194241
OR9Q2	4.0402607063	3.8621117288	4.1246537877	3.7960454802	3.7782913477	4.2580847508	3.2745378422	3.7169376942	4.0400824161	3.9321120555
ORAI1	8.2900797115	7.6259385389	7.6919232639	7.3639112686	8.3138632266	7.7040915647	7.6115777372	7.2654548037	8.3083163793	7.8199222953
ORAI2	7.3933510403	7.8147221522	7.7953698824	7.5153282242	7.1916953871	8.2278550243	7.4765437679	7.8264860695	7.634861256	7.5281764977
ORAI3	8.8762409316	7.9939126176	7.8020797444	8.2557271746	7.3452949292	8.1825717819	8.1043145716	7.9958953869	8.9767736234	7.7799979645
ORAOV1	5.4276925179	5.8168453852	6.0602307313	5.7886497109	6.507605692	5.7047180349	5.9660377869	6.0007078619	6.0270186349	6.049197599
ORC1	4.7751521111	4.2924562697	4.199079617	4.20710933	4.3757001512	4.3163031572	4.1933654126	4.1021493591	4.6315882043	4.3148332297
ORC2	4.9844419411	6.1027704079	5.9553263355	5.9825798259	6.1366616567	6.0198993323	6.2949309549	6.3660305449	5.1004173359	6.1721986332
ORC3	5.2117173286	6.425523797	6.3438133097	6.1678970909	6.1824856057	6.5008353399	6.4920992188	6.4496500894	5.1546054017	6.1020884736
ORC4	4.9052255553	6.702335581	6.6531877529	6.3245607133	6.2273930683	6.3566655298	6.546054285	6.4867967899	5.0472419309	6.1304063899
ORC5	4.2514542504	5.6073984712	5.6766647669	5.0845858463	5.0356340496	5.3300679749	5.7990715301	5.1084624876	4.4645268679	5.372253439
ORC6	3.990652594	3.8393373171	4.1677984872	3.9315124461	3.9541509021	3.878674729	4.0344031871	3.7780735581	3.9369016111	3.6372843252
ORM1	4.2567875696	3.6481567084	3.6558761679	3.1603764208	4.2583136027	3.469682011	3.5803851289	3.4531249128	3.5765646164	3.4491955614
ORM2	4.8005010187	5.023980513	5.4262502092	5.192389398	5.2023743377	4.8223024596	5.2248922433	5.478513366	4.7326127537	4.8447826912
ORMDL1	5.6687846145	7.5674905097	7.8442919859	7.2153347016	7.2278768654	6.8845289756	7.4072003983	7.4999194471	5.8576227599	7.4360489609
ORMDL2	8.1551156251	7.8788727755	7.7659083734	8.0700886254	7.9644203939	8.0641233012	8.6186215741	7.67637276795	8.3259782009	8.1896817036
ORMDL3	7.0695950465	6.4452330057	6.9220454426	6.1009111968	7.9595347986	6.5593347434	6.44483827	6.3900045178	6.6006601133	6.31099737745
OS9	8.9374545431	9.4095248215	9.1660755714	9.6246433765	8.9960565155	9.6296669708	9.7535361074	9.8319068504	9.867797562	9.7622619583
OSBP	7.4098420116	7.3581115193	7.3811450624	7.5920057744	7.7049397414	7.620904929	7.4131881934	7.5378745295	7.9120374959	7.7071210945
OSBP2	7.2008778903	6.434753789	6.7342603748	5.9841093515	6.0753202556	6.5975131222	6.4284839347	6.0101993471	6.6728827092	5.9486141632
OSBPL10	6.3983974451	5.4622354167	5.1948730732	5.4703893897	6.8112051181	5.3991531223	5.3672788542	5.249649822	5.7035303416	6.3652818788
OSBPL11	5.5954453518	8.1385573273	7.6912202119	8.0170699628	5.3996597562	7.4374853858	7.7703348164	7.7262471979	5.956445878	7.448566216
OSBPL1A	5.6346828714	6.6843879628	6.2687076949	6.5236771524	5.2715226308	6.4779007311	6.4918580705	6.7628491002	6.8183800771	6.4169714961
OSBPL2	6.4066742214	6.9458910033	7.058006043	6.7975417469	6.9613191182	6.9323194873	6.8089851542	7.1248157856	6.7234312887	6.915014422
OSBPL3	5.9331455591	6.3037097834	6.3147500971	6.1401996476	7.1332224338	6.1816306303	6.403008699	6.0106327787	5.7793408208	6.9255736992
OSBPL5	7.3201002047	6.7995861075	6.9047520903	6.8277872844	7.2435918974	6.8482718566	6.5674204385	7.1618962795	7.2435918974	7.1173997843
OSBPL6	4.1072580994	4.1029888972	4.0949853023	3.9391878876	3.9230837089	3.9741360647	3.9411339216	3.9403750948	3.9730548441	3.8775056348
OSBPL7	6.9424734026	6.2530570919	6.1164023848	6.4400753941	7.2831911511	6.316207727	6.251481132	6.2594761465	6.8047035558	6.6028662665
OSBPL8	6.0433616211	8.1411391175	8.361939223	8.2944999195	7.1206927576	8.5031516873	8.107181342	8.6942594972	6.929414896	8.1696332773
OSBPL9	7.0625266426	8.1495073087	7.8388548259	8.1647162633	7.4511197735	7.9979348523	7.9195300974	8.0950183319	6.9342471562	7.9517217508
OSCAR	7.4783361368	7.1373547947	7.010101489	7.2864911743	6.1833283307	7.0013666944	6.9204265738	7.0092797438	7.6657128532	6.7091993843
OSCP1	3.8804744047	3.8035135221	3.5524220777	3.886244518	3.8251960431	3.8256116562	3.7221379515	3.8057194889	4.2059961307	3.7488279659
OSGEP	5.8917153425	6.5842927713	6.4395395806	6.4939599623	6.704152416	6.4907068597	6.7796748925	6.6542023569	6.6316612496	6.8268367221
OSGEPL1	3.5035309481	4.3035349235	3.839573693	4.0577296179	4.3632895451	3.585720715	4.7447808469	3.9978783422	3.6868870599	4.2405105229
OSGIN1	7.928479072	6.1522019319	6.4781489423	6.6785617974	6.8310595155	6.4064948968	6.2456172806	6.2714722077	7.4421506583	6.2725341054
OSGIN2	4.4417764288	6.0533438206	5.7732046311	5.919349826	4.547288978	5.746145578	5.6562109804	5.8759080087	4.5197460934	5.5428813267
OSM	5.276091906	4.6402117626	4.8010844191	4.6479181867	4.8494839713	6.1253442701	5.4056142116	4.9700484344	5.1079189801	4.6385494569
OSMR	3.4438153146	3.3558465262	3.4702645951	3.4191883167	3.4517268825	3.4207290293	3.4013930154	3.347286885	3.6041964648	3.5866615862
OSR1	7.132931765	5.4676163346	5.6639458237	5.614366859	6.1699998544	5.7447510694	5.5679844878	5.4431430036	6.2283749898	5.6435584941
OSR2	7.1946701933	6.1841227335	5.7128128017	6.2011306001	6.0156354554	6.8127283315	6.2224798403	5.7430592244	6.2160151429	5.8628623304
OSTalpha	6.0883864307	4.9672940847	4.7167331308	5.0331005465	4.8895997788	4.8685508936	5.1031460992	5.07418543195	5.4427985101	4.9360622965
OSTBETA	6.0232770652	3.9733143895	4.0236219541	4.0797314765	3.0012181581	4.1801519584	2.8515011999	4.1013422153	5.2049362273	3.9723787281
OSTC	9.2104269145	7.902712715	7.6173707748	8.3486062545	9.0711194212	7.6923033962	7.6251730776	7.6883680152	8.8275150102	8.4489799333
OSTCL	4.5688861255	3.3761622103	3.6014695273	3.8479093623	4.5888185292	2.9833774397	3.2616108263	3.4705559083	4.2097520312	3.1127775543
OSTF1	7.2889575528	8.8340442316	9.0656904932	8.8629415707	8.307830393	8.8308255431	9.1159298863	9.0968503635	8.9950528528	9.1889427771
OSTM1	5.8291351153	7.3847320779	7.273868331	7.1864973367	6.4829598397	7.0521393919	7.3292593003	7.0344871041	6.0753202556	6.6391734648
OSTN	3.1999891174	3.28035579	3.3026607711	3.1520848523	3.2088485454	3.0927560236	3.8673285145	3.2248888725	3.1389321522	3.0667480544
OTC	3.5137310855	2.6608749267	2.8480709181	2.9956463209	3.0603534084	2.9460069247	2.9401851544	3.0315727999	3.1544296184	2.8471987382
OTOA	5.4614990602	4.5851045444	4.577875034	4.8354896256	4.8740817542	4.5729308995	4.5982118544	4.6516320916	4.8777087801	4.5308388531
OTOF	6.2907858181	5.3906093651	5.4666401427	5.4098912423	5.6860751242	5.3248452145	5.1846875203	5.4350103714	6.0347644042	5.4497270519
OTOP1	6.0499503178	5.2767480038	5.2480962622	5.5571807723	6.2224798403	5.1021959433	5.2320435344	5.2502373019	5.5947439072	5.7062952537
OTOP2	6.518561893	5.1081644136	5.3737494115	5.2565019889	5.5888735049	5.0769263088	5.1614036841	5.0968425285	5.6431720614	4.8598284037
OTOP3	5.9128176314	4.6956932756	4.8933116217	4.9459548535	5.300282792	4.8141454284	4.5139568564	4.6891265071	5.1087348791	4.6618566018
OTOR	4.1801519584	3.7689977361	3.7701112658	3.9405650439	4.0613957637	3.7465359296	3.5966549165	3.792159325	4.3887964216	3.6073738629
OTOS	8.669571095	7.0729521592	7.0930790405	7.4919245028	8.1269610982	6.9120684142	6.786043611	7.00104465	8.2748994743	7.3469061795
OTP	4.2805416429	3.9325404673	3.7646403226	3.8972182958	4.0238837977	4.030471976	3.8859270745	3.8076266972	4.2175121285	3.9591648701
OTUB1	8.9091815997	8.9837699112	8.6716000658	9.0808106853	9.1055232553	8.9598734492	9.1814254244	9.1055232553	9.228173097	8.8749216707
OTUB2	5.3465624146	4.7071887645	5.0065519865	4.9695222005	4.7981961247	4.8534762969	5.0767305233	4.9177474779	5.501554231	4.8331351729
OTUD4	5.6136992956	7.3744797483	7.3113449556	7.1894065424	7.3856369146	7.1973778895	7.2161219068	7.3632411851	6.0569690092	7.3942262353
OTUD5	7.4925290451	7.1925660704	7.4432242418	7.3254862342	8.0781919836	7.3483377921	7.1862616052	7.2904862931	7.7989857111	7.443003541
OTUD6A	6.087550715	4.5575035887	4.9217206352	4.8321816183	4.7406531042	4.365868444	3.9093088454	4.6247665002	4.971286362	4.8494839713
OTUD6B	6.4926007226	7.5170356987	7.4365662421	7.4546301019	7.8610599881	7.2491434357	7.7705423868	7.3916734242	6.8913122148	7.8525609776
OTUD7A	6.0530781925	5.3664845889	5.5420940152	5.512598684	5.7011562711	5.4307477588	5.348680018	5.359731601	5.8498702596	5.2410920647
OTUD7B	4.9214262802	4.2180470246	4.1987227597	4.4622381349	4.811826731	4.3482201593	4.3908980014	4.0927271467	4.7713310444	4.5776816829
